ASV,B_1,B_2,B_3,B_4,B_5,B_6,L_10,L_11,L_12,L_13,L_14,L_15,L1,L2,L3,L4,L5,L6,R_10,R_11,R_12,R_13,R_14,R_15,R1,R2,R3,R4,R5,R6,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,S_10,S_11,S_12,S_13,S_14,S_15,S1,S2,S3,S4,S5,S6,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Marmoricola,s__unclassified_g__Marmoricola
ASV1418,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,d__Bacteria,k__norank_d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__uncultured_Roseobacter_sp._g__norank_f__norank
ASV1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__unclassified_g__Roseomonas
ASV1378,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__unclassified_g__Noviherbaspirillum
ASV1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,0,8,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV891,0,0,0,0,0,0,0,0,0,151,164,155,0,0,0,74,73,72,0,0,0,37,30,29,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,61,87,96,228,219,213,0,2,7,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Belnapia,s__uncultured_bacterium_g__Belnapia
ASV1683,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas_sp._LBS8
ASV1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV2268,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,d__Bacteria,k__norank_d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__unclassified_g__Bdellovibrio
ASV1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Pantoea,s__unclassified_g__Pantoea
ASV1401,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Nakamurellaceae,g__Nakamurella,s__uncultured_organism_g__Nakamurella
ASV824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,28,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Pantoea,s__Pantoea_eucrina
ASV1854,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,7,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter
ASV1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Rhodopseudomonas,s__unclassified_g__Rhodopseudomonas
ASV873,0,0,0,0,0,0,15,0,12,9,0,0,0,0,0,3,2,9,0,21,0,0,0,0,0,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,990,1160,1069,0,0,5,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium,s__unclassified_g__Exiguobacterium
ASV1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aureimonas,s__unclassified_g__Aureimonas
ASV2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas_kaistensis
ASV1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aureimonas,s__Aureimonas_phyllosphaerae
ASV974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV1410,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV151,0,0,0,0,0,0,0,0,15,133,108,99,47,47,77,53,52,110,28,21,19,0,11,0,20,0,12,9,7,9,10,0,0,0,0,0,101,62,64,22,24,15,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__unclassified_g__Brevundimonas
ASV2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,1592,1133,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__unclassified_g__Novosphingobium
ASV2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__unclassified_g__Brevundimonas
ASV1742,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__Alsobacter,s__Alsobacter_metallidurans
ASV1680,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_gobiensis_I-0
ASV1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__norank_f__Beijerinckiaceae,s__unclassified_g__norank_f__Beijerinckiaceae
ASV1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__Melittangium,s__Melittangium_lichenicola_g__Melittangium
ASV1432,0,0,0,0,0,0,0,0,0,4,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__uncultured_bacterium_g__Spirosoma
ASV357,0,0,15,24,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,11,6,0,0,0,0,8,52,54,13,12,41,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Turicibacter,s__unclassified_g__Turicibacter
ASV2288,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Beutenbergiaceae,g__Salana,s__uncultured_bacterium_g__Salana
ASV132,118,83,119,97,119,127,0,0,0,0,0,0,0,0,0,0,0,0,40,55,47,68,54,29,4,2,2,18,19,14,194,120,122,179,147,174,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__norank_o__Acidobacteriales,g__norank_f__norank_o__Acidobacteriales,s__unclassified_g__norank_f__norank_o__Acidobacteriales
ASV9,0,0,0,47,0,34,0,0,0,0,0,0,0,0,0,0,0,0,474,364,384,179,272,162,878,874,903,112,107,115,194,158,118,165,166,139,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia
ASV127,169,154,136,127,154,131,0,0,0,5,0,0,0,0,0,0,0,0,27,58,41,27,40,24,14,18,14,9,16,21,92,48,79,67,73,99,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank_f__SC-I-84,s__uncultured_Acidobacteria_bacterium_g__norank_f__SC-I-84
ASV325,64,69,107,107,124,125,0,0,0,0,0,0,0,0,0,0,0,0,48,62,56,85,48,95,0,26,33,0,34,14,99,80,46,65,61,79,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__unclassified_f__Planococcaceae,s__unclassified_f__Planococcaceae
ASV328,144,170,107,100,91,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,34,23,26,0,0,35,94,93,0,106,0,64,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV329,14,26,34,25,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,14,9,0,0,0,17,0,94,91,0,67,67,79,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV708,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,77,75,83,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae,g__Blastococcus,s__unclassified_g__Blastococcus
ASV1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV88,98,50,42,85,62,60,0,0,4,0,0,0,0,0,0,0,0,0,0,41,67,0,20,26,0,24,0,23,16,22,71,64,45,42,45,44,0,0,0,0,0,0,0,0,0,13,15,20,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV326,128,183,111,106,86,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,95,67,53,73,79,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV333,25,0,39,30,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,16,6,8,0,0,0,0,0,0,70,65,44,52,63,68,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Ellin6067,s__unclassified_g__Ellin6067
ASV145,105,251,219,104,161,115,0,0,0,0,0,0,0,0,0,0,0,0,19,26,33,43,32,41,20,8,8,13,9,13,78,79,64,65,54,87,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84
ASV400,24,0,26,29,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,7,10,0,0,6,0,0,0,70,19,18,50,15,22,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Crossiella,s__uncultured_bacterium_g__Crossiella
ASV31,160,99,85,112,79,90,0,0,0,0,0,0,0,0,0,0,0,0,76,68,71,87,65,60,36,41,52,50,51,46,74,62,70,55,47,33,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__unclassified_g__Bradyrhizobium
ASV1266,69,94,56,84,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,57,38,23,26,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__unclassified_g__norank_f__norank_o__Gaiellales
ASV335,97,144,88,71,63,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,28,0,0,0,62,95,96,72,86,63,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae,g__Blastococcus,s__unclassified_g__Blastococcus
ASV7,50,134,99,104,48,74,0,0,0,2,0,0,0,0,0,0,0,0,128,95,107,78,147,89,76,113,100,156,121,128,65,99,122,82,66,67,0,0,0,2,0,0,0,0,2,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia
ASV314,18,39,45,25,27,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,5,2,3,1,0,0,64,30,22,62,19,37,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__unclassified_g__Gemmatimonas
ASV334,90,0,50,99,137,120,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,23,30,0,22,0,67,0,0,78,83,60,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__unclassified_g__Gaiella
ASV21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,88,89,87,51,66,37,0,40,52,50,68,63,0,41,51,59,35,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__unclassified_g__Bradyrhizobium
ASV139,139,126,127,100,88,100,0,0,0,0,0,0,0,0,0,0,0,0,28,46,42,46,46,41,0,9,0,14,12,0,61,49,28,43,47,66,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84
ASV606,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36,39,49,43,59,0,0,29,0,0,20,62,40,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__unclassified_g__Devosia
ASV119,0,114,62,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,18,63,62,0,0,42,59,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,s__unclassified_g__Conexibacter
ASV3,0,0,28,58,0,45,0,0,0,0,0,0,0,0,0,0,0,0,299,208,223,96,101,104,414,346,298,247,255,273,60,79,87,57,101,48,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV155,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,17,24,5,15,0,0,0,11,0,0,61,50,0,56,76,46,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Ramlibacter,s__unclassified_g__Ramlibacter
ASV143,60,31,66,51,40,65,0,0,0,0,0,0,0,0,0,0,0,0,22,39,27,30,19,0,18,20,25,16,8,19,63,55,46,49,48,72,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__unclassified_g__Bradyrhizobium
ASV332,0,94,48,68,46,54,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,55,49,57,23,26,0,0,13,15,56,61,50,56,53,70,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae,g__Blastococcus,s__unclassified_g__Blastococcus
ASV75,52,105,85,58,44,54,0,0,0,0,0,0,0,0,0,0,0,0,28,35,0,36,43,30,15,12,9,24,28,26,54,54,60,52,60,24,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,s__unclassified_g__Pseudolabrys
ASV133,51,84,69,39,65,44,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,36,19,27,14,20,18,10,36,18,53,46,49,65,38,59,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__unclassified_g__norank_f__norank_o__Gaiellales
ASV59,41,65,75,77,50,29,0,0,0,0,0,0,0,0,0,0,0,0,54,43,68,76,49,29,0,0,25,29,30,29,55,71,106,69,56,51,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV109,55,113,53,53,53,89,0,0,0,0,0,0,0,0,0,0,0,0,17,29,34,37,35,29,0,0,0,17,9,0,58,45,56,57,40,50,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84
